model,horizon,seed,threshold_mm,POD,FAR,CSI,Bias,HSS,Accuracy,hits,misses,false_alarms,correct_negatives,n,n_obs_event,n_pred_event
temporal,3,13,1.0,0.9108652762119503,0.5307520116159478,0.44864645997223507,1.9411170612551671,0.36504558639036944,0.6602895368977783,38781,3795,43864,53853,140293,42576,82645
temporal,3,13,5.0,0.7506125782738906,0.4905496013938018,0.4357023524630875,1.4733771537474232,0.49716344173982135,0.8218371550968331,19299,6412,18583,95999,140293,25711,37882
temporal,3,13,10.0,0.3423225096312603,0.502841918294849,0.25428117192823074,0.6885586742493732,0.3430045607045264,0.8829806191328149,5598,10755,5662,118278,140293,16353,11260
temporal,3,13,35.6,0.016829865361077112,0.47619047619047616,0.016576250753465943,0.032129742962056305,0.031206906173976354,0.9767415337899966,55,3213,50,136975,140293,3268,105
temporal,3,13,64.4,0.0020060180541624875,0.0,0.0020060180541624875,0.0020060180541624875,0.003975662453247461,0.9929077003129165,2,995,0,139296,140293,997,2
temporal,3,13,124.4,0.0,,0.0,0.0,0.0,0.9987882503047194,0,170,0,140123,140293,170,0
temporal,3,42,0.1,0.9970909090909091,0.5936838148659491,0.4058350841473716,2.453977827050998,0.014834070771084324,0.41339910045404976,56211,164,82132,1786,140293,56375,138343
temporal,3,42,1.0,0.946566140548666,0.5834694172850735,0.4069615971079179,2.27250093949643,0.2714041516627549,0.5813903758562438,40301,2275,56453,41264,140293,42576,96754
temporal,3,42,5.0,0.6982614445179106,0.46745965828191743,0.4329153605015674,1.3111897631364007,0.5003446501027535,0.8323722495063902,17953,7758,15759,98823,140293,25711,33712
temporal,3,42,10.0,0.3421390570537516,0.4967620075553157,0.255759736697751,0.6798752522472941,0.34559532112025376,0.8839500188890393,5595,10758,5523,118417,140293,16353,11118
temporal,3,42,35.6,0.08261933904528763,0.5045871559633027,0.07620660457239628,0.16676866585067318,0.13586654981487378,0.9766702543961566,270,2998,275,136750,140293,3268,545
temporal,3,42,64.4,0.017051153460381142,0.5853658536585366,0.01665034280117532,0.041123370110330994,0.0322119783941998,0.9928435488584605,17,980,24,139272,140293,997,41
temporal,3,42,124.4,0.0,,0.0,0.0,0.0,0.9987882503047194,0,170,0,140123,140293,170,0
temporal,3,123,0.1,0.9428115299334812,0.5214854827819041,0.4650171917514589,1.9702882483370288,0.21787404650939227,0.5641407625469553,53151,3224,57924,25994,140293,56375,111075
temporal,3,123,1.0,0.8768555054490793,0.47049145450677254,0.4928578972382109,1.6559798947764,0.4534582724562842,0.7261802085635064,37333,5243,33172,64545,140293,42576,70505
temporal,3,123,5.0,0.7251371008517755,0.4826428393040486,0.4325352635486266,1.4016179845202443,0.49607795700718904,0.825650602667275,18644,7067,17393,97189,140293,25711,36037
temporal,3,123,10.0,0.3629303491714059,0.5028896892537064,0.26546495504763606,0.7300801076255121,0.3562197457706106,0.8829449794358949,5935,10418,6004,117936,140293,16353,11939
temporal,3,123,35.6,0.019583843329253364,0.3786407766990291,0.019352887813728455,0.031517747858017135,0.036599537289736556,0.9768840925776767,64,3204,39,136986,140293,3268,103
temporal,3,123,64.4,0.0,,0.0,0.0,0.0,0.9928934444341485,0,997,0,139296,140293,997,0
temporal,3,123,124.4,0.0,,0.0,0.0,0.0,0.9987882503047194,0,170,0,140123,140293,170,0
attention,3,13,0.1,0.9907050997782705,0.5816435831941333,0.41672076105204253,2.3680886917960087,0.05340661295885343,0.4427804665949121,55851,524,77650,6268,140293,56375,133501
attention,3,13,1.0,0.92815201052236,0.559006349808613,0.426436310268917,2.104683389703119,0.3167907179099453,0.6211428938008311,39517,3059,50092,47625,140293,42576,89609
attention,3,13,5.0,0.6604955077593248,0.4631216211943979,0.4207631318136769,1.2302516432655284,0.48898533521220516,0.8333630330807666,16982,8729,14649,99933,140293,25711,31631
attention,3,13,10.0,0.3103406102855745,0.4800737629341256,0.241218689101193,0.5968935363541857,0.3303256815863887,0.8862095756737685,5075,11278,4686,119254,140293,16353,9761
attention,3,13,35.6,0.015605875152998777,0.39285714285714285,0.015449863677673432,0.025703794369645042,0.029296312256238338,0.9768341970019887,51,3217,33,136992,140293,3268,84
attention,3,13,64.4,0.0020060180541624875,0.0,0.0020060180541624875,0.0020060180541624875,0.003975662453247461,0.9929077003129165,2,995,0,139296,140293,997,2
attention,3,13,124.4,0.0,,0.0,0.0,0.0,0.9987882503047194,0,170,0,140123,140293,170,0
attention,3,42,0.1,0.9959379157427938,0.5923799014091665,0.4069435384503878,2.4432993348115297,0.01909658011044979,0.41676348784329936,56146,229,81595,2323,140293,56375,137741
attention,3,42,1.0,0.9673524990605036,0.6239991966184942,0.37128922624789273,2.572740511086058,0.18554090078814525,0.5028903794202134,41186,1390,68351,29366,140293,42576,109537
attention,3,42,5.0,0.7994632647504959,0.5237157355701276,0.4254548465216401,1.6785422581774339,0.476753235397409,0.8021426585788315,20555,5156,22602,91980,140293,25711,43157
attention,3,42,10.0,0.49941906683788906,0.5562377743968703,0.3071455434373825,1.1254204121567908,0.3953038714021496,0.8686819727285039,8167,8186,10237,113703,140293,16353,18404
attention,3,42,35.6,0.07160342717258263,0.5698529411764706,0.06539966461710453,0.1664626682986536,0.1168989238209381,0.9761641706998924,234,3034,310,136715,140293,3268,544
attention,3,42,64.4,0.012036108324974924,0.14285714285714285,0.012012012012012012,0.014042126379137413,0.023546688276881483,0.9929647238279886,12,985,2,139294,140293,997,14
attention,3,42,124.4,0.0,,0.0,0.0,0.0,0.9987882503047194,0,170,0,140123,140293,170,0
attention,3,123,0.1,0.8274235033259424,0.3432360892092814,0.5776379824898146,1.259849223946785,0.5149659535520131,0.7568873714297933,46646,9729,24378,59540,140293,56375,71024
attention,3,123,1.0,0.8233511837655016,0.37655616418866045,0.5498909786820185,1.3206501315295003,0.5563420338726973,0.7954709073154042,35055,7521,21173,76544,140293,42576,56228
attention,3,123,5.0,0.6153786317140524,0.4334312110577956,0.41840539468464893,1.0861498969312746,0.4932628855065316,0.8432352291276115,15822,9889,12104,102478,140293,25711,27926
attention,3,123,10.0,0.3201858986118755,0.49081007488087136,0.24467289719626167,0.628814284840702,0.3331342411461299,0.8847839877969678,5236,11117,5047,118893,140293,16353,10283
attention,3,123,35.6,0.06731946144430845,0.5329087048832272,0.0625177607274794,0.144124847001224,0.11246988077065163,0.9764849279721726,220,3048,251,136774,140293,3268,471
attention,3,123,64.4,0.010030090270812437,0.09090909090909091,0.01002004008016032,0.011033099297893681,0.0196892203108953,0.9929575958886045,10,987,1,139295,140293,997,11
attention,3,123,124.4,0.0,,0.0,0.0,0.0,0.9987882503047194,0,170,0,140123,140293,170,0
persistence,3,n/a,0.1,0.731689578713969,0.26347647531470403,0.5799018711954,0.9934368070953437,0.5564505929542183,0.787002915327208,41249,15126,14756,69162,140293,56375,56005
persistence,3,n/a,1.0,0.668381247651259,0.32607871927248616,0.5050492501552932,0.9917794062382563,0.5287006170216279,0.801216026458911,28457,14119,13769,83948,140293,42576,42226
persistence,3,n/a,5.0,0.5216833262027926,0.47255210381439244,0.35551844783715014,0.9890708257166193,0.4185805776299564,0.8266841538779555,13413,12298,12017,102565,140293,25711,25430
persistence,3,n/a,10.0,0.39625756741882223,0.5990843284043804,0.24888615762789984,0.9883813367577814,0.3197434670822781,0.860606017406428,6480,9873,9683,114257,140293,16353,16163
persistence,3,n/a,35.6,0.20012239902080783,0.7950485741146975,0.11266149870801033,0.976438188494492,0.18372030101462838,0.9632839842329981,654,2614,2537,134488,140293,3268,3191
persistence,3,n/a,64.4,0.12437311935807423,0.8725590955806783,0.06717226435536294,0.9759277833500501,0.11970869909663014,0.987725688380746,124,873,849,138447,140293,997,973
persistence,3,n/a,124.4,0.09411764705882353,0.9006211180124224,0.050793650793650794,0.9470588235294117,0.09561064133962938,0.997868746124183,16,154,145,139978,140293,170,161
lstm,4,13,0.1,0.9412099846882456,0.5215104859659127,0.46460367541724157,1.9670441192180323,0.21840509453637272,0.5645781513566057,52864,3302,57617,26125,139908,56166,110481
lstm,4,13,1.0,0.9053328308286616,0.5230561139652049,0.4542875716565215,1.8981956941630942,0.3772055090944251,0.6699974268805214,38435,4019,42151,55303,139908,42454,80586
lstm,4,13,5.0,0.7755841121495327,0.5134481495053133,0.4265064885005782,1.5940420560747663,0.48086591136270124,0.8085813534608457,19917,5763,21018,93210,139908,25680,40935
lstm,4,13,10.0,0.49795069431700006,0.566306143108317,0.3017497034400949,1.1481617422156971,0.38704888629501144,0.8653686708408382,8140,8207,10629,112932,139908,16347,18769
lstm,4,13,35.6,0.06312900274473925,0.5595744680851064,0.05844155844155844,0.14333638304361085,0.10517107599392346,0.9761629070532064,207,3072,263,136366,139908,3279,470
lstm,4,13,64.4,0.013930348258706468,0.5882352941176471,0.013658536585365854,0.03383084577114428,0.026491314920067805,0.9927738227978385,14,991,20,138883,139908,1005,34
lstm,4,13,124.4,0.0,,0.0,0.0,0.0,0.9987777682477056,0,171,0,139737,139908,171,0
lstm,4,42,0.1,0.9844567888046148,0.5779450266775565,0.41926115770158173,2.332532136879963,0.06585108452504096,0.45257597850015724,55293,873,75716,8026,139908,56166,131009
lstm,4,42,1.0,0.9163565270645876,0.5404958482453964,0.44100709637925956,1.99422904791068,0.3489122539160193,0.6475469594304829,38903,3551,45760,51694,139908,42454,84663
lstm,4,42,5.0,0.7308800623052959,0.4904712780975133,0.4290351338377489,1.4344236760124611,0.49017793557324313,0.8214683935157389,18769,6911,18067,96161,139908,25680,36836
lstm,4,42,10.0,0.3790297913990335,0.522466281310212,0.26792354925192424,0.7937236190126629,0.3560282790968107,0.8789919089687509,6196,10151,6779,116782,139908,16347,12975
lstm,4,42,35.6,0.028057334553217444,0.5376884422110553,0.027170702894270527,0.06068923452272034,0.050357063036768936,0.9764559567715928,92,3187,107,136522,139908,3279,199
lstm,4,42,64.4,0.009950248756218905,0.16666666666666666,0.009930486593843098,0.011940298507462687,0.01949947166612363,0.9928738885553363,10,995,2,138901,139908,1005,12
lstm,4,42,124.4,0.0,,0.0,0.0,0.0,0.9987777682477056,0,171,0,139737,139908,171,0
lstm,4,123,0.1,0.9898337072250116,0.5797617427850091,0.4184322432544312,2.3554107467150946,0.06044742680282487,0.4477084941533007,55595,571,76699,7043,139908,56166,132294
lstm,4,123,1.0,0.9332218401092948,0.5770273732758252,0.4105468223785789,2.206340980826306,0.28245930984594364,0.5934185321782885,39619,2835,54049,43405,139908,42454,93668
lstm,4,123,5.0,0.7334890965732087,0.4978137997227258,0.4246933621933622,1.4605919003115264,0.4836790494559972,0.8176230094061812,18836,6844,18672,95556,139908,25680,37508
lstm,4,123,10.0,0.3823331498134214,0.5399337504600662,0.2639135208174985,0.8310393344344528,0.3485173588728169,0.8754038368070446,6250,10097,7335,116226,139908,16347,13585
lstm,4,123,35.6,0.02958218969197926,0.5800865800865801,0.02842074421330208,0.07044830741079597,0.05234729099234136,0.9762987105812391,97,3182,134,136495,139908,3279,231
lstm,4,123,64.4,0.0,,0.0,0.0,0.0,0.9928167081224805,0,1005,0,138903,139908,1005,0
lstm,4,123,124.4,0.0,,0.0,0.0,0.0,0.9987777682477056,0,171,0,139737,139908,171,0
temporal,4,13,0.1,0.9922016878538618,0.5857331886234222,0.41292234736218136,2.395078873339743,0.04170775270769311,0.433684992995397,55728,438,78794,4948,139908,56166,134522
temporal,4,13,1.0,0.9520657652989117,0.6022221784828563,0.3899678717184289,2.393461157959203,0.2326629161924461,0.5480744489235784,40419,2035,61193,36261,139908,42454,101612
temporal,4,13,5.0,0.733411214953271,0.4994817826676234,0.42347386172006746,1.465303738317757,0.48195243485124917,0.8167295651428081,18834,6846,18795,95433,139908,25680,37629
temporal,4,13,10.0,0.3047042270753043,0.5045260121356809,0.23255053924086092,0.614975224811892,0.31652982696370974,0.8825085055893873,4981,11366,5072,118489,139908,16347,10053
temporal,4,13,35.6,0.007319304666056725,0.5,0.007266121707538601,0.01463860933211345,0.01376045219725106,0.9765631700831975,24,3255,24,136605,139908,3279,48
temporal,4,13,64.4,0.0,,0.0,0.0,0.0,0.9928167081224805,0,1005,0,138903,139908,1005,0
temporal,4,13,124.4,0.0,,0.0,0.0,0.0,0.9987777682477056,0,171,0,139737,139908,171,0
temporal,4,42,0.1,0.9790442616529573,0.5746420476960326,0.42152022935287536,2.301694975608019,0.07571188856888234,0.4606098293164079,54989,1177,74288,9454,139908,56166,129277
temporal,4,42,1.0,0.906863899750318,0.5355962461701769,0.4432624113475177,1.9527488575870353,0.355631871100051,0.6543728736026532,38500,3954,44402,53052,139908,42454,82902
temporal,4,42,5.0,0.6831775700934579,0.47888076991623596,0.4196928376632697,1.310981308411215,0.48373246459969604,0.8266146324727678,17544,8136,16122,98106,139908,25680,33666
temporal,4,42,10.0,0.3070899859301401,0.5057109098070106,0.23367313689894334,0.6212760751208173,0.3177294596808559,0.8823298167367127,5020,11327,5136,118425,139908,16347,10156
temporal,4,42,35.6,0.009149130832570906,0.3617021276595745,0.009101941747572815,0.014333638304361086,0.017388829421934846,0.9766560882865883,30,3249,17,136612,139908,3279,47
temporal,4,42,64.4,0.0,,0.0,0.0,0.0,0.9928167081224805,0,1005,0,138903,139908,1005,0
temporal,4,42,124.4,0.0,,0.0,0.0,0.0,0.9987777682477056,0,171,0,139737,139908,171,0
temporal,4,123,0.1,0.9675426414556849,0.549939542510725,0.44336659351059404,2.149805932414628,0.14680334280874915,0.5123509734968694,54343,1823,66403,17339,139908,56166,120746
temporal,4,123,1.0,0.9183586941159844,0.5614052850055685,0.42213536309401356,2.0938663023507798,0.3104451939067788,0.6185278897561255,38988,3466,49905,47549,139908,42454,88893
temporal,4,123,5.0,0.7526090342679128,0.5010326844632622,0.4286601459400714,1.5083333333333333,0.4867995458798282,0.8158790062040769,19327,6353,19407,94821,139908,25680,38734
temporal,4,123,10.0,0.36263534593503394,0.5215882495359535,0.2598860149057431,0.7579984094940968,0.34673363103233046,0.8793349915658861,5928,10419,6463,117098,139908,16347,12391
temporal,4,123,35.6,0.007014333638304361,0.54,0.0069570477918935265,0.015248551387618176,0.013123182213054847,0.9765345798667696,23,3256,27,136602,139908,3279,50
temporal,4,123,64.4,0.0,,0.0,0.0,0.0,0.9928167081224805,0,1005,0,138903,139908,1005,0
temporal,4,123,124.4,0.0,,0.0,0.0,0.0,0.9987777682477056,0,171,0,139737,139908,171,0
attention,4,13,0.1,0.9815012641099597,0.5574900865321325,0.4388498372035632,2.2180322615105226,0.12673917659765171,0.4961689109986563,55127,1039,69451,14291,139908,56166,124578
attention,4,13,1.0,0.9104442455363452,0.5180007731540947,0.4601812055766552,1.8888915061007208,0.3871042477890257,0.6759227492352117,38652,3802,41539,55915,139908,42454,80191
attention,4,13,5.0,0.7841121495327102,0.5131763454378415,0.42928410011512386,1.6106697819314642,0.4837834022041837,0.8086599765560225,20136,5544,21226,93002,139908,25680,41362
attention,4,13,10.0,0.42252401052180827,0.5397787846481876,0.28251799738219896,0.9180889459839726,0.3701140508318428,0.8746247534093833,6907,9440,8101,115460,139908,16347,15008
attention,4,13,35.6,0.03202195791399817,0.5414847161572053,0.030855127828386716,0.06983836535529125,0.056977632178507695,0.9764273665551648,105,3174,124,136505,139908,3279,229
attention,4,13,64.4,0.0009950248756218905,0.0,0.0009950248756218905,0.0009950248756218905,0.0019738188601201023,0.9928238556765875,1,1004,0,138903,139908,1005,1
attention,4,13,124.4,0.0,,0.0,0.0,0.0,0.9987777682477056,0,171,0,139737,139908,171,0
attention,4,42,0.1,0.9240465762204892,0.4876401832253988,0.4916541937439609,1.8035110209023253,0.2951409969898276,0.616447951510993,51900,4266,49396,34346,139908,56166,101296
attention,4,42,1.0,0.9019644792010175,0.5023652336642928,0.4720996178029836,1.812502944363311,0.4110595822756711,0.6939560282471339,38292,4162,38656,58798,139908,42454,76948
attention,4,42,5.0,0.7321261682242991,0.5119412283889725,0.41410982136957336,1.5000778816199376,0.4686443881990009,0.8098750607542099,18801,6879,19721,94507,139908,25680,38522
attention,4,42,10.0,0.42570502232825597,0.5531368394015282,0.2787949200753175,0.9526518627271059,0.3634565983349575,0.8713297309660634,6959,9388,8614,114947,139908,16347,15573
attention,4,42,35.6,0.05001524855138762,0.574025974025974,0.046857142857142854,0.11741384568465996,0.08501305049015911,0.9761557594990994,164,3115,221,136408,139908,3279,385
attention,4,42,64.4,0.001990049751243781,0.5,0.0019860973187686196,0.003980099502487562,0.003907589910662359,0.9928167081224805,2,1003,2,138901,139908,1005,4
attention,4,42,124.4,0.0,,0.0,0.0,0.0,0.9987777682477056,0,171,0,139737,139908,171,0
attention,4,123,0.1,0.9750738881173664,0.5499363109668406,0.44494455051387255,2.166524231741623,0.14761316900224775,0.5116862509649198,54766,1400,66919,16823,139908,56166,121685
attention,4,123,1.0,0.9026475714891412,0.5231037272105034,0.45356737051415585,1.8927545107645922,0.3764822008246145,0.6700188695428424,38321,4133,42034,55420,139908,42454,80355
attention,4,123,5.0,0.7016744548286604,0.5102867237396386,0.40532211624977504,1.4328271028037383,0.4601125678556253,0.8110401120736483,18019,7661,18776,95452,139908,25680,36795
attention,4,123,10.0,0.3214657123631247,0.5292905768541741,0.2361161035226456,0.6829387655227259,0.31728848584272806,0.878484432627155,5255,11092,5909,117652,139908,16347,11164
attention,4,123,35.6,0.006709362610551998,0.5217391304347826,0.006660611565243718,0.014028667276608722,0.012592771138074627,0.9765488749749835,22,3257,24,136605,139908,3279,46
attention,4,123,64.4,0.0,,0.0,0.0,0.0,0.9928167081224805,0,1005,0,138903,139908,1005,0
attention,4,123,124.4,0.0,,0.0,0.0,0.0,0.9987777682477056,0,171,0,139737,139908,171,0
persistence,4,n/a,0.1,0.7179966527792615,0.2757233427324485,0.563872032215666,0.9913292739379695,0.5354360790954469,0.7770606398490436,40327,15839,15352,68390,139908,56166,55679
persistence,4,n/a,1.0,0.6551090592170349,0.3371150729335494,0.49139545566981163,0.9882696565694634,0.5116675997423036,0.7942505074763416,27812,14642,14144,83310,139908,42454,41956
persistence,4,n/a,5.0,0.5059579439252336,0.48520147390942586,0.34258819806992563,0.9828271028037383,0.401423217154904,0.8217900334505532,12993,12687,12246,101982,139908,25680,25239
persistence,4,n/a,10.0,0.3792133113109439,0.6131669266770671,0.23684713254116838,0.9803021961216125,0.30227303273053613,0.8572347542670898,6199,10148,9826,113735,139908,16347,16025
persistence,4,n/a,35.6,0.18084781945715156,0.8116264294790343,0.10164552622557423,0.9600487953644404,0.16537166285461163,0.9625396689252937,593,2686,2555,134074,139908,3279,3148
persistence,4,n/a,64.4,0.10348258706467661,0.8915537017726799,0.05591397849462366,0.954228855721393,0.09958989373723498,0.987448894988135,104,901,855,138048,139908,1005,959
persistence,4,n/a,124.4,0.04093567251461988,0.95625,0.021604938271604937,0.935672514619883,0.04116309761219742,0.9977342253480859,7,164,153,139584,139908,171,160
